Interaction ID,LR Pair,Ligand_gene,Receptor_gene,Evidence,AI summary,Ligand_aliases,Receptor_aliases,Ligand RGD ID,Receptor RGD ID,Ligand ENSEMBL ID,Receptor ENSEMBL ID,Human Ligand Symbols,Human Receptor Symbols,Ligand Location,Receptor Location
CDB25:0003310,Cdh6 Cdh10,Cdh6,Cdh10,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Cdh6%20Cdh10-based-on-Pubmed-ID-29742438-in-rat,Cdh6 (KCAD),Cdh10 (D2Rat206),RGD:2322,RGD:619741,ENSRNOG00000013535,ENSRNOG00000009771,CDH6,CDH10,cell membrane,cell membrane
CDB25:0003311,Cdh6 Cdh6,Cdh6,Cdh6,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Cdh6%20Cdh6-based-on-Pubmed-ID-29742438-in-rat,Cdh6 (KCAD),Cdh6 (KCAD),RGD:2322,RGD:2322,ENSRNOG00000013535,ENSRNOG00000013535,CDH6,CDH6,cell membrane,cell membrane
CDB25:0003312,Cdh6 Cdh9,Cdh6,Cdh9,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Cdh6%20Cdh9-based-on-Pubmed-ID-29742438-in-rat,Cdh6 (KCAD),Cdh9 (D2Got183),RGD:2322,RGD:1308343,ENSRNOG00000013535,ENSRNOG00000033837,CDH6,CDH9,cell membrane,cell membrane
CDB25:0003313,Cdh8 Cdh11,Cdh8,Cdh11,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Cdh8%20Cdh11-based-on-Pubmed-ID-29742438-in-rat,"Cdh8 (AW530740, BE119945, CDH8_1919, RH141996)","Cdh11 (BE115484, D19Got100, D19Rat34)",RGD:69286,RGD:619742,ENSRNOG00000056643,ENSRNOG00000013481,CDH8,"CDH11 (OB, CAD11)",cell membrane,cell membrane
CDB25:0003314,Cdh8 Cdh8,Cdh8,Cdh8,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Cdh8%20Cdh8-based-on-Pubmed-ID-29742438-in-rat,"Cdh8 (AW530740, BE119945, CDH8_1919, RH141996)","Cdh8 (AW530740, BE119945, CDH8_1919, RH141996)",RGD:69286,RGD:69286,ENSRNOG00000056643,ENSRNOG00000056643,CDH8,CDH8,cell membrane,cell membrane
CDB25:0003315,Cdh9 Cdh6,Cdh9,Cdh6,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Cdh9%20Cdh6-based-on-Pubmed-ID-29742438-in-rat,Cdh9 (D2Got183),Cdh6 (KCAD),RGD:1308343,RGD:2322,ENSRNOG00000033837,ENSRNOG00000013535,CDH9,CDH6,cell membrane,cell membrane
CDB25:0003316,Ceacam1 Ceacam1,Ceacam1,Ceacam1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ceacam1%20Ceacam1-based-on-Pubmed-ID-11520797-in-rat,"Ceacam1 (BE097239, BI274452, RH142426, BGPR, Bgp, C-CAM 105, CD66a, Ccam1, Ccam1_mapped, GP110, cell-CAM 105, pp120)","Ceacam1 (BE097239, BI274452, RH142426, BGPR, Bgp, C-CAM 105, CD66a, Ccam1, Ccam1_mapped, GP110, cell-CAM 105, pp120)",RGD:67396,RGD:67396,ENSRNOG00000020578,ENSRNOG00000020578,"CEACAM1 (BGP, BGP1, CD66a)","CEACAM1 (BGP, BGP1, CD66a)","secreted, cell membrane",cell membrane
CDB25:0003318,Ceacam1 Ceacam6,Ceacam1,Ceacam6,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ceacam1%20Ceacam6-based-on-Pubmed-ID-35141051-in-rat,"Ceacam1 (BE097239, BI274452, RH142426, BGPR, Bgp, C-CAM 105, CD66a, Ccam1, Ccam1_mapped, GP110, cell-CAM 105, pp120)","Ceacam6 (BF390792, RH134089, LOC103689938, MGC93832)",RGD:67396,RGD:1642421,ENSRNOG00000020578,ENSRNOG00000030331,"CEACAM1 (BGP, BGP1, CD66a)","CEACAM6 (NCA, CD66c, NCA-50/90)","secreted, cell membrane",cell membrane
CDB25:0003320,Ceacam16 Tecta,Ceacam16,Tecta,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ceacam16%20Tecta-based-on-Pubmed-ID-25080593-in-rat,"Ceacam16 (RH138546, Bcl3, LOC292700)",Tecta (LOC300653),RGD:1306386,RGD:1309824,ENSRNOG00000031391,ENSRNOG00000031126,CEACAM16 (DFNA4B),"TECTA (DFNA12, DFNA8, DFNB21)",secreted,cell membrane
CDB25:0003321,Ceacam16 Tectb,Ceacam16,Tectb,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ceacam16%20Tectb-based-on-Pubmed-ID-25080593-in-rat,"Ceacam16 (RH138546, Bcl3, LOC292700)",Tectb (LOC292124),RGD:1306386,RGD:1305835,ENSRNOG00000031391,ENSRNOG00000015671,CEACAM16 (DFNA4B),TECTB,secreted,cell membrane
CDB25:0003323,Ceacam6 Ceacam1,Ceacam6,Ceacam1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ceacam6%20Ceacam1-based-on-Pubmed-ID-35141051-in-rat,"Ceacam6 (BF390792, RH134089, LOC103689938, MGC93832)","Ceacam1 (BE097239, BI274452, RH142426, BGPR, Bgp, C-CAM 105, CD66a, Ccam1, Ccam1_mapped, GP110, cell-CAM 105, pp120)",RGD:1642421,RGD:67396,ENSRNOG00000030331,ENSRNOG00000020578,"CEACAM6 (NCA, CD66c, NCA-50/90)","CEACAM1 (BGP, BGP1, CD66a)","secreted, cell membrane",cell membrane
CDB25:0003324,Ceacam6 Ceacam6,Ceacam6,Ceacam6,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ceacam6%20Ceacam6-based-on-Pubmed-ID-11590190-in-rat,"Ceacam6 (BF390792, RH134089, LOC103689938, MGC93832)","Ceacam6 (BF390792, RH134089, LOC103689938, MGC93832)",RGD:1642421,RGD:1642421,ENSRNOG00000030331,ENSRNOG00000030331,"CEACAM6 (NCA, CD66c, NCA-50/90)","CEACAM6 (NCA, CD66c, NCA-50/90)","secreted, cell membrane",cell membrane
CDB25:0003325,Ceacam6 Sele,Ceacam6,Sele,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ceacam6%20Sele-based-on-Pubmed-ID-1378450-in-rat,"Ceacam6 (BF390792, RH134089, LOC103689938, MGC93832)","Sele (ELAM-1, LECAM2)",RGD:1642421,RGD:3654,ENSRNOG00000030331,ENSRNOG00000002723,"CEACAM6 (NCA, CD66c, NCA-50/90)","SELE (ELAM1, ELAM, ESEL, CD62E)","secreted, cell membrane",cell membrane
CDB25:0003327,Celsr2 Celsr2,Celsr2,Celsr2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Celsr2%20Celsr2-based-on-Pubmed-ID-17618280-in-rat,"Celsr2 (Celsr2, G16013, RH135417, UniSTS:495983, Megf3)","Celsr2 (Celsr2, G16013, RH135417, UniSTS:495983, Megf3)",RGD:69237,RGD:69237,ENSRNOG00000020058,ENSRNOG00000020058,"CELSR2 (EGFL2, KIAA0279, MEGF3, Flamingo1, CDHF10, ADGRC2)","CELSR2 (EGFL2, KIAA0279, MEGF3, Flamingo1, CDHF10, ADGRC2)",cell membrane,cell membrane
CDB25:0003328,Celsr3 Celsr3,Celsr3,Celsr3,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Celsr3%20Celsr3-based-on-Pubmed-ID-17618280-in-rat,"Celsr3 (BF386320, BF406162, Celsr3, Megf2)","Celsr3 (BF386320, BF406162, Celsr3, Megf2)",RGD:621787,RGD:621787,ENSRNOG00000053889,ENSRNOG00000053889,"CELSR3 (EGFL1, MEGF2, HFMI1, FMI1, CDHF11, ADGRC3)","CELSR3 (EGFL1, MEGF2, HFMI1, FMI1, CDHF11, ADGRC3)",cell membrane,cell membrane
CDB25:0003329,Cemip Anxa1,Cemip,Anxa1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Cemip%20Anxa1-based-on-Pubmed-ID-33473125-in-rat,"Cemip (AA800359, AU049221, LOC308797, RGD1305254)","Anxa1 (D1Bda58, RH127656, RH129631, RH143668, RH94593, Anx1, p35)",RGD:1305254,RGD:2118,ENSRNOG00000012442,ENSRNOG00000017469,"CEMIP (KIAA1199, IR2155535, TMEM2L, HYBID, CEMIP1)","ANXA1 (ANX1, LPC1)","secreted, cell membrane",cell membrane
CDB25:0003330,Cemip Lrp1,Cemip,Lrp1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Cemip%20Lrp1-based-on-Pubmed-ID-36028175-in-rat,"Cemip (AA800359, AU049221, LOC308797, RGD1305254)","Lrp1 (RH132158, LOC299858, LRP-1)",RGD:1305254,RGD:1307535,ENSRNOG00000012442,ENSRNOG00000025053,"CEMIP (KIAA1199, IR2155535, TMEM2L, HYBID, CEMIP1)","LRP1 (APR, A2MR, LRP, CD91, LRP1A, APOER, IGFBP3R1, IGFBP-3R)","secreted, cell membrane",cell membrane
CDB25:0003331,Cfh Itgb2,Cfh,Itgb2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Cfh%20Itgb2-based-on-Pubmed-ID-9558116-in-rat,"Cfh (Cfh, RH130216, AMBP-1, AMBP1, Fh)","Itgb2 (Itgb2, Cd18, MGC116306)",RGD:620428,RGD:1305581,ENSRNOG00000030715,ENSRNOG00000001224,"CFH (HF, HF1, HF2, HUS, FHL1, ARMS1, ARMD4)","ITGB2 (CD18, MFI7, LFA-1, MAC-1)",secreted,cell membrane
CDB25:0003337,Cirbp Ly96,Cirbp,Ly96,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Cirbp%20Ly96-based-on-Pubmed-ID-24097189-in-rat,"Cirbp (Cirbp-rs1, RH125133)","Ly96 (RH134630, MD-2, MD2)",RGD:620756,RGD:1302993,ENSRNOG00000088478,ENSRNOG00000067966,CIRBP (CIRP),LY96 (MD-2),secreted,cell membrane
CDB25:0003338,Cirbp Tlr4,Cirbp,Tlr4,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Cirbp%20Tlr4-based-on-Pubmed-ID-24097189-in-rat,"Cirbp (Cirbp-rs1, RH125133)","Tlr4 (PMC289161P1, Tlr4, toll4)",RGD:620756,RGD:3870,ENSRNOG00000088478,ENSRNOG00000010522,CIRBP (CIRP),"TLR4 (hToll, CD284, TLR-4, ARMD10)",secreted,cell membrane
CDB25:0003339,Cklf Ccr4,Cklf,Ccr4,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Cklf%20Ccr4-based-on-Pubmed-ID-16137713-in-rat,"Cklf (AI449770, Cklf1)",Ccr4 (Cmkbr4),RGD:620708,RGD:620594,ENSRNOG00000012752,ENSRNOG00000010315,"CKLF (CKLF1, UCK-1, CKLF3, CKLF4, HSPC224, C32)","CCR4 (CC-CKR-4, CMKBR4, CKR4, k5-5, ChemR13, CD194)","secreted, cell membrane",cell membrane
CDB25:0003341,Clcf1 Sorl1,Clcf1,Sorl1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Clcf1%20Sorl1-based-on-Pubmed-ID-26858303-in-rat,"Clcf1 (Bsf3, Clc, LOC365395, MGC112574, NNT-1)","Sorl1 (BF401246, BM385009, RH133899, RH137847, LOC102547257, LOC300652, Lr11, RGD619914, SorLA)",RGD:1303171,RGD:619914,ENSRNOG00000018752,ENSRNOG00000064634,"CLCF1 (NNT1, BSF3, CLC, NR6, CISS2, BSF-3, NNT-1)","SORL1 (C11orf32, gp250, LR11, LRP9, SorLA, SorLA-1)",secreted,cell membrane
CDB25:0003342,Clec1b Pdpn,Clec1b,Pdpn,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Clec1b%20Pdpn-based-on-Pubmed-ID-17616532,%2025458834-in-rat","Clec1b (RH130491, LOC500336, RGD1563517)","Pdpn (AU048611, RH142306, E11, Gp38, OTS-8, RTI140, RTI40, T1-alpha, T1A)",RGD:1563517,RGD:61819,ENSRNOG00000057335,ENSRNOG00000014961,"CLEC1B (CLEC2, CLEC-2)","PDPN (T1A-2, Gp38, aggrus, GP40, PA2.26, D2-40)","secreted, cell membrane",cell membrane
CDB25:0003343,Clec2d2 Klrb1c,Clec2d2,Klrb1c,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Clec2d2%20Klrb1c-based-on-Pubmed-ID-12858173-in-rat,"Clec2d2 (D3Got77, Clr2, LOC362445, RGD1562831)","Klrb1c (Klrb1f, LOC683758, NKR-P1F)",RGD:1562831,RGD:1583336,ENSRNOG00000059890,ENSRNOG00000007811,CLEC2L (FLJ32986),"KLRB1 (NKR, CD161, NKR-P1, NKR-P1A, hNKR-P1A, CLEC5B)",unknown,cell membrane
CDB25:0003344,Clec4g Pilra,Clec4g,Pilra,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Clec4g%20Pilra-based-on-Pubmed-ID-24935926-in-rat,"Clec4g (LOC689004, RGD1562320)","Pilra (RH130677, RH139788, LOC100910669, LOC288568, RGD1562847)",RGD:1597482,RGD:6497409,ENSRNOG00000054013,ENSRNOG00000062779,"CLEC4G (UNQ431, LSECTIN)",PILRA (FDF03),cell membrane,cell membrane
CDB25:0003345,Clec4g Tyrobp,Clec4g,Tyrobp,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Clec4g%20Tyrobp-based-on-Pubmed-ID-26943817-in-rat,"Clec4g (LOC689004, RGD1562320)","Tyrobp (DAP12, LOC361537)",RGD:1597482,RGD:1303081,ENSRNOG00000054013,ENSRNOG00000020845,"CLEC4G (UNQ431, LSECTIN)","TYROBP (PLOSL, DAP12, PLO-SL, KARAP)",cell membrane,cell membrane
CDB25:0003347,Clstn3 Nrxn1,Clstn3,Nrxn1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Clstn3%20Nrxn1-based-on-Pubmed-ID-32434929-in-rat,"Clstn3 (BE101768, D4Cebr1, Cs3, Cstn3)","Nrxn1 (D6Rat151, D6Rat212, D6Rat47, RH142000, RH143359, STS-F02322, LOC103692560, Nrxn1b)",RGD:621153,RGD:628659,ENSRNOG00000011156,ENSRNOG00000050220,"CLSTN3 (CSTN3, KIAA0726, CDHR14)","NRXN1 (KIAA0578, Hs.22998)",cell membrane,cell membrane
CDB25:0003348,Clstn3 Nrxn2,Clstn3,Nrxn2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Clstn3%20Nrxn2-based-on-Pubmed-ID-32434929-in-rat,"Clstn3 (BE101768, D4Cebr1, Cs3, Cstn3)","Nrxn2 (AU047572, AU047975, BE113844, ECD09220, NRXN2_1011, REN55701, REN55702, REN55704, REN55768, REN55780, REN55957, REN55975, REN56068)",RGD:621153,RGD:620211,ENSRNOG00000011156,ENSRNOG00000021103,"CLSTN3 (CSTN3, KIAA0726, CDHR14)",NRXN2,cell membrane,cell membrane
CDB25:0003349,Clstn3 Nrxn3,Clstn3,Nrxn3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Clstn3%20Nrxn3-based-on-Pubmed-ID-32434929-in-rat,"Clstn3 (BE101768, D4Cebr1, Cs3, Cstn3)","Nrxn3 (AU047113, AU048299, AW530543, BE101757, BE102650, BE108105, BE108622, BE115279, BE115916, BE117867, BF386965, BF391590, BF416388, D6Got144, D6Got145, D6Got147, D6Got149, D6Got150, D6Got155, D6Got200, D6Rat191, D6Rat216, D6Rat48, D6Rat66, RH128451, RH138907, RH144490, RH144567, LOC108351353)",RGD:621153,RGD:620212,ENSRNOG00000011156,ENSRNOG00000047574,"CLSTN3 (CSTN3, KIAA0726, CDHR14)","NRXN3 (C14orf60, KIAA0743)",cell membrane,cell membrane
CDB25:0003350,Clu Lrp2,Clu,Lrp2,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Clu%20Lrp2-based-on-Pubmed-ID-11772027,%207768901-in-rat","Clu (BE111829, Clu, D15Rat144, D15Rat147, D15Wox2, D15Wox8, RH94609, APOJ, CLI, DAG, RATTRPM2B, SGP-2, SGP2, SP-40, SP40, TRPM-2, TRPM2B, Trpm2, Trpmb)","Lrp2 (D3Rat239, RH140983, UniSTS:485602, LRP-2, gp330)",RGD:3907,RGD:68407,ENSRNOG00000016460,ENSRNOG00000056184,"CLU (CLI, APOJ, SGP-2, SP-40, TRPM-2, KUB1, CLU1, CLU2)","LRP2 (gp330, DBS)",secreted,cell membrane
CDB25:0003351,Clu Lrp8,Clu,Lrp8,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Clu%20Lrp8-based-on-Pubmed-ID-24381170-in-rat,"Clu (BE111829, Clu, D15Rat144, D15Rat147, D15Wox2, D15Wox8, RH94609, APOJ, CLI, DAG, RATTRPM2B, SGP-2, SGP2, SP-40, SP40, TRPM-2, TRPM2B, Trpm2, Trpmb)","Lrp8 (RH134765, LOC362558)",RGD:3907,RGD:1305729,ENSRNOG00000016460,ENSRNOG00000013064,"CLU (CLI, APOJ, SGP-2, SP-40, TRPM-2, KUB1, CLU1, CLU2)","LRP8 (APOER2, MCI1, LRP-8, HSZ75190)",secreted,cell membrane
CDB25:0003352,Clu Plxna4,Clu,Plxna4,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Clu%20Plxna4-based-on-Pubmed-ID-27378688-in-rat,"Clu (BE111829, Clu, D15Rat144, D15Rat147, D15Wox2, D15Wox8, RH94609, APOJ, CLI, DAG, RATTRPM2B, SGP-2, SGP2, SP-40, SP40, TRPM-2, TRPM2B, Trpm2, Trpmb)","Plxna4 (AU047795, BF401449, D4Got40, D4Rat20, RH142001, LOC312213, Plxna4a)",RGD:3907,RGD:1308074,ENSRNOG00000016460,ENSRNOG00000013072,"CLU (CLI, APOJ, SGP-2, SP-40, TRPM-2, KUB1, CLU1, CLU2)","PLXNA4 (PLXNA4A, PLXNA4B, KIAA1550, DKFZp434G0625PRO34003, FAYV2820)",secreted,cell membrane
CDB25:0003353,Clu Trem2,Clu,Trem2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Clu%20Trem2-based-on-Pubmed-ID-27477018-in-rat,"Clu (BE111829, Clu, D15Rat144, D15Rat147, D15Wox2, D15Wox8, RH94609, APOJ, CLI, DAG, RATTRPM2B, SGP-2, SGP2, SP-40, SP40, TRPM-2, TRPM2B, Trpm2, Trpmb)","Trem2 (LOC301227, Trem2-Mia, Trem2-Mib)",RGD:3907,RGD:1309841,ENSRNOG00000016460,ENSRNOG00000013578,"CLU (CLI, APOJ, SGP-2, SP-40, TRPM-2, KUB1, CLU1, CLU2)","TREM2 (TREM-2, Trem2a, Trem2b, Trem2c)",secreted,cell membrane
CDB25:0003354,Clu Vldlr,Clu,Vldlr,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Clu%20Vldlr-based-on-Pubmed-ID-24381170-in-rat,"Clu (BE111829, Clu, D15Rat144, D15Rat147, D15Wox2, D15Wox8, RH94609, APOJ, CLI, DAG, RATTRPM2B, SGP-2, SGP2, SP-40, SP40, TRPM-2, TRPM2B, Trpm2, Trpmb)","Vldlr (09.MMHAP31FLC3.seq, RH94526, WI-18746, VLDL-R)",RGD:3907,RGD:3963,ENSRNOG00000016460,ENSRNOG00000027491,"CLU (CLI, APOJ, SGP-2, SP-40, TRPM-2, KUB1, CLU1, CLU2)","VLDLR (CARMQ1, CHRMQ1, VLDLRCH)",secreted,cell membrane
CDB25:0003355,Cnih2 Gria1,Cnih2,Gria1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Cnih2%20Gria1-based-on-Pubmed-ID-23522044-in-rat,"Cnih2 (RH141285, CNIH-2, Cnih3, LOC361705, MGC109307, RGD1304930)","Gria1 (AU048687, AU049595, AU049642, AU049867, BF390153, BF416798, D10Got68, D10Rat126, D10Rat165, RH138240, RH143108, RH144075, X57497, GluA1, GluR1, gluR-1, gluR-A, gluR-K1)",RGD:1304930,RGD:621531,ENSRNOG00000020247,ENSRNOG00000045816,"CNIH2 (MGC50896, Cnil, CNIH-2)","GRIA1 (GLUR1, GluA1, GLURA)",cell membrane,cell membrane
CDB25:0003356,Cntn1 Ncam1,Cntn1,Ncam1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Cntn1%20Ncam1-based-on-Pubmed-ID-12139915-in-rat,"Cntn1 (AU048466, BF415915, Cntn1, D7Got118, F3)","Ncam1 (BF388149, BF400138, BF402045, D1S2854, D8Arb10, D8Arb23, D8Mit2, D8Rat215, D8Rat44, RH132569, RH134243, RH138949, RH142318, RH143130, Cd56, MGC124601, N-CAM, N-CAM-1, NCAM-1, NCAM-C, NCAMC, Ncam)",RGD:621300,RGD:67378,ENSRNOG00000004438,ENSRNOG00000031890,"CNTN1 (F3, GP135)","NCAM1 (NCAM, CD56)",cell membrane,cell membrane
CDB25:0003357,Cntn1 Nfasc,Cntn1,Nfasc,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Cntn1%20Nfasc-based-on-Pubmed-ID-27017186,%2031501903-in-rat","Cntn1 (AU048466, BF415915, Cntn1, D7Got118, F3)","Nfasc (D13Rat105, RH132614, RH144666, NF)",RGD:621300,RGD:620911,ENSRNOG00000004438,ENSRNOG00000030515,"CNTN1 (F3, GP135)","NFASC (NRCAML, KIAA0756, FLJ46866, NF)",cell membrane,cell membrane
CDB25:0003358,Cntn1 Ptprb,Cntn1,Ptprb,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Cntn1%20Ptprb-based-on-Pubmed-ID-9049255-in-rat,"Cntn1 (AU048466, BF415915, Cntn1, D7Got118, F3)","Ptprb (RH128899, RH131513, LOC102546841, LOC314843, LOC688895)",RGD:621300,RGD:1305922,ENSRNOG00000004438,ENSRNOG00000055293,"CNTN1 (F3, GP135)",PTPRB (PTPB),cell membrane,cell membrane
CDB25:0003359,Cntn2 Cntn2,Cntn2,Cntn2,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Cntn2%20Cntn2-based-on-Pubmed-ID-12139915-in-rat,"Cntn2 (AW528446, RH142422, TAG-1, TAG-564, TAG1, TAX-1, Tax)","Cntn2 (AW528446, RH142422, TAG-1, TAG-564, TAG1, TAX-1, Tax)",RGD:3821,RGD:3821,ENSRNOG00000009033,ENSRNOG00000009033,"CNTN2 (TAX, AXT, TAG-1, TAX1)","CNTN2 (TAX, AXT, TAG-1, TAX1)","secreted, cell membrane",cell membrane
CDB25:0003360,Cntn2 Ncam1,Cntn2,Ncam1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Cntn2%20Ncam1-based-on-Pubmed-ID-12139915-in-rat,"Cntn2 (AW528446, RH142422, TAG-1, TAG-564, TAG1, TAX-1, Tax)","Ncam1 (BF388149, BF400138, BF402045, D1S2854, D8Arb10, D8Arb23, D8Mit2, D8Rat215, D8Rat44, RH132569, RH134243, RH138949, RH142318, RH143130, Cd56, MGC124601, N-CAM, N-CAM-1, NCAM-1, NCAM-C, NCAMC, Ncam)",RGD:3821,RGD:67378,ENSRNOG00000009033,ENSRNOG00000031890,"CNTN2 (TAX, AXT, TAG-1, TAX1)","NCAM1 (NCAM, CD56)","secreted, cell membrane",cell membrane
CDB25:0003361,Cntn3 App,Cntn3,App,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Cntn3%20App-based-on-Pubmed-ID-31318883-in-rat,"Cntn3 (BIG-1, Pang)","App (APP, BE108355, BF388494, BF389056, BF403704, D11Got14, GDB:185158, GDB:185159, RH139209, RH94865, ABPP, AG)",RGD:3253,RGD:2139,ENSRNOG00000006144,ENSRNOG00000006997,"CNTN3 (PANG, BIG-1)","APP (AD1, alpha-sAPP)",cell membrane,cell membrane
CDB25:0003362,Cntn3 Ptprg,Cntn3,Ptprg,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Cntn3%20Ptprg-based-on-Pubmed-ID-20133774-in-rat,"Cntn3 (BIG-1, Pang)","Ptprg (BE102252, BE116836, BF390487, D15Got18, D15Kyo1, D15Rat136, RH133004, Ptpg, RPTP gamma, RPTP gamma A, RPTP gamma B, RPTP gamma C, RPTP gamma S)",RGD:3253,RGD:620774,ENSRNOG00000006144,ENSRNOG00000009419,"CNTN3 (PANG, BIG-1)","PTPRG (PTPG, RPTPG)",cell membrane,cell membrane
CDB25:0003363,Cntn4 App,Cntn4,App,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Cntn4%20App-based-on-Pubmed-ID-25959733-in-rat,"Cntn4 (D4Got104, D4Got107, D4Got151, D4Rat81, RH144086, X99043, Big-2)","App (APP, BE108355, BF388494, BF389056, BF403704, D11Got14, GDB:185158, GDB:185159, RH139209, RH94865, ABPP, AG)",RGD:621361,RGD:2139,ENSRNOG00000005652,ENSRNOG00000006997,CNTN4 (BIG-2),"APP (AD1, alpha-sAPP)","secreted, cell membrane",cell membrane
CDB25:0003364,Cntn5 Ptprg,Cntn5,Ptprg,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Cntn5%20Ptprg-based-on-Pubmed-ID-20133774-in-rat,"Cntn5 (AU048094, Nb-2)","Ptprg (BE102252, BE116836, BF390487, D15Got18, D15Kyo1, D15Rat136, RH133004, Ptpg, RPTP gamma, RPTP gamma A, RPTP gamma B, RPTP gamma C, RPTP gamma S)",RGD:621302,RGD:620774,ENSRNOG00000007038,ENSRNOG00000009419,"CNTN5 (NB-2, hNB-2)","PTPRG (PTPG, RPTPG)","secreted, cell membrane",cell membrane
CDB25:0003365,Cntn6 Ptprg,Cntn6,Ptprg,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Cntn6%20Ptprg-based-on-Pubmed-ID-20133774-in-rat,"Cntn6 (D4Got106, D4Rat104, NB-3)","Ptprg (BE102252, BE116836, BF390487, D15Got18, D15Kyo1, D15Rat136, RH133004, Ptpg, RPTP gamma, RPTP gamma A, RPTP gamma B, RPTP gamma C, RPTP gamma S)",RGD:62008,RGD:620774,ENSRNOG00000032517,ENSRNOG00000009419,CNTN6 (NB-3),"PTPRG (PTPG, RPTPG)",cell membrane,cell membrane
