Interaction ID,LR Pair,Ligand_gene,Receptor_gene,Evidence,AI summary,Ligand_aliases,Receptor_aliases,Ligand ZFIN ID,Receptor ZFIN ID,Ligand ENSEMBL ID,Receptor ENSEMBL ID,Ligand Location,Receptor Location
CDB15:0001493,tnfsf10 tnfrsfa,tnfsf10,tnfrsfa,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-tnfsf10%20tnfrsfa-based-on-Pubmed-ID-10549288,%209311998,%209325248-in-zebrafish","tnfsf10 (TNF superfamily member 10, DL2), tnfsf10 (TNF superfamily member 10, TNFSF10-1), tnfsf10 (TNF superfamily member 10, tnfsf10l2), tnfsf10 (TNF superfamily member 10, zgc:92320)","tnfrsfa (tumor necrosis factor receptor superfamily, member a, OTR), tnfrsfa (tumor necrosis factor receptor superfamily, member a, tnf), tnfrsfa (tumor necrosis factor receptor superfamily, member a, wu:fc27c09)",ZDB-GENE-040718-335,ZDB-GENE-010802-1,ENSDARG00000057241,ENSDARG00000004451,"secreted, cell membrane",cell membrane
CDB15:0001494,tnfsf10 tnfrsfa,tnfsf10,tnfrsfa,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-tnfsf10%20tnfrsfa-based-on-Pubmed-ID-9314565,%209325248-in-zebrafish","tnfsf10 (TNF superfamily member 10, DL2), tnfsf10 (TNF superfamily member 10, TNFSF10-1), tnfsf10 (TNF superfamily member 10, tnfsf10l2), tnfsf10 (TNF superfamily member 10, zgc:92320)","tnfrsfa (tumor necrosis factor receptor superfamily, member a, OTR), tnfrsfa (tumor necrosis factor receptor superfamily, member a, tnf), tnfrsfa (tumor necrosis factor receptor superfamily, member a, wu:fc27c09)",ZDB-GENE-040718-335,ZDB-GENE-010802-1,ENSDARG00000057241,ENSDARG00000004451,"secreted, cell membrane",cell membrane
CDB15:0001495,tnfsf10 hdr,tnfsf10,hdr,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-tnfsf10%20hdr-based-on-Pubmed-ID-9430226-in-zebrafish,"tnfsf10 (TNF superfamily member 10, DL2), tnfsf10 (TNF superfamily member 10, TNFSF10-1), tnfsf10 (TNF superfamily member 10, tnfsf10l2), tnfsf10 (TNF superfamily member 10, zgc:92320)","hdr (hematopoietic death receptor, zgc:103531), hdr (hematopoietic death receptor, ZH-DR)",ZDB-GENE-040718-335,ZDB-GENE-030826-5,ENSDARG00000057241,ENSDARG00000004392,"secreted, cell membrane",cell membrane
CDB15:0001496,tnfsf11 tnfrsf11a,tnfsf11,tnfrsf11a,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-tnfsf11%20tnfrsf11a-based-on-Pubmed-ID-11581298,%209367155-in-zebrafish","tnfsf11 (TNF superfamily member 11, RANKL)",tnfrsf11a,ZDB-GENE-090805-2,ZDB-GENE-120910-2,ENSDARG00000068141,ENSDARG00000087804,"secreted, cell membrane",cell membrane
CDB15:0001497,tnfsf12 si:rp71-1c10.7,tnfsf12,si:rp71-1c10.7,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-tnfsf12%20si:rp71-1c10.7-based-on-Pubmed-ID-11728344,%2012529173-in-zebrafish","tnfsf12 (TNF superfamily member 12, TWEAK), tnfsf12 (TNF superfamily member 12, zgc:153941)","si:rp71-1c10.7 (si:rp71-1c10.7, fl02d04), si:rp71-1c10.7 (si:rp71-1c10.7), si:rp71-1c10.7 (si:rp71-1c10.7, wu:fl02d04)",ZDB-GENE-060929-376,ZDB-GENE-030131-10106,ENSDARG00000069376,ENSDARG00000096717,"secreted, cell membrane",cell membrane
CDB15:0001501,tnfsf13 fas,tnfsf13,fas,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-tnfsf13%20fas-based-on-Pubmed-ID-10706119-in-zebrafish,"tnfsf13 (TNF superfamily member 13, APRIL)",fas,ZDB-GENE-120508-6,ZDB-GENE-061019-2,ENSDARG00000091556,ENSDARG00000043586,secreted,cell membrane
CDB15:0001505,tnfsf13 tnfrsf1a,tnfsf13,tnfrsf1a,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-tnfsf13%20tnfrsf1a-based-on-Pubmed-ID-10706119-in-zebrafish,"tnfsf13 (TNF superfamily member 13, APRIL)","tnfrsf1a (tumor necrosis factor receptor superfamily, member 1a, TNFR1), tnfrsf1a (tumor necrosis factor receptor superfamily, member 1a, TNF Receptor 1 (TR1)), tnfrsf1a (tumor necrosis factor receptor superfamily, member 1a, wu:fj65b10), tnfrsf1a (tumor necrosis factor receptor superfamily, member 1a, zgc:85914)",ZDB-GENE-120508-6,ZDB-GENE-040426-2252,ENSDARG00000091556,ENSDARG00000018569,secreted,cell membrane
CDB15:0001506,tnfsf14 tnfrsfa,tnfsf14,tnfrsfa,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-tnfsf14%20tnfrsfa-based-on-Pubmed-ID-10799510-in-zebrafish,"tnfsf14 (TNF superfamily member 14, light)","tnfrsfa (tumor necrosis factor receptor superfamily, member a, OTR), tnfrsfa (tumor necrosis factor receptor superfamily, member a, tnf), tnfrsfa (tumor necrosis factor receptor superfamily, member a, wu:fc27c09)",ZDB-GENE-101109-3,ZDB-GENE-010802-1,ENSDARG00000111357,ENSDARG00000004451,"secreted, cell membrane",cell membrane
CDB15:0001508,si:ch211-158d24.4 si:ch211-112c15.8,si:ch211-158d24.4,si:ch211-112c15.8,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-si:ch211-158d24.4%20si:ch211-112c15.8-based-on-Pubmed-ID-11911831-in-zebrafish,"si:ch211-158d24.4 (si:ch211-158d24.4, tnfsf15)",si:ch211-112c15.8,ZDB-GENE-081104-141,ZDB-GENE-141211-78,ENSDARG00000093048,ENSDARG00000089868,"secreted, cell membrane",cell membrane
CDB15:0001509,tnfsf18 tnfrsf18,tnfsf18,tnfrsf18,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-tnfsf18%20tnfrsf18-based-on-Pubmed-ID-10037686,%2010074428-in-zebrafish","tnfsf18 (TNF superfamily member 18, gitrl)","tnfrsf18 (tumor necrosis factor receptor superfamily, member 18, gitr)",ZDB-GENE-101109-1,ZDB-GENE-101104-7,ENSDARG00000111698,ENSDARG00000076800,cell membrane,cell membrane
CDB15:0001513,tnfa tnfrsf1a,tnfa,tnfrsf1a,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-tnfa%20tnfrsf1a-based-on-Pubmed-ID-12887920,%2017195449,%2019084540,%2033495441,%207852363-in-zebrafish","tnfa (tumor necrosis factor a (TNF superfamily, member 2), TNF1), tnfa (tumor necrosis factor a (TNF superfamily, member 2), tnf-alpha), tnfa (tumor necrosis factor a (TNF superfamily, member 2), TNF-alpha 1)","tnfrsf1a (tumor necrosis factor receptor superfamily, member 1a, TNFR1), tnfrsf1a (tumor necrosis factor receptor superfamily, member 1a, TNF Receptor 1 (TR1)), tnfrsf1a (tumor necrosis factor receptor superfamily, member 1a, wu:fj65b10), tnfrsf1a (tumor necrosis factor receptor superfamily, member 1a, zgc:85914)",ZDB-GENE-050317-1,ZDB-GENE-040426-2252,ENSDARG00000009511,ENSDARG00000018569,"secreted, cell membrane",cell membrane
CDB15:0001514,tnfa tnfrsf1b,tnfa,tnfrsf1b,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-tnfa%20tnfrsf1b-based-on-Pubmed-ID-17195449,%2019084540,%207664431-in-zebrafish","tnfa (tumor necrosis factor a (TNF superfamily, member 2), TNF1), tnfa (tumor necrosis factor a (TNF superfamily, member 2), tnf-alpha), tnfa (tumor necrosis factor a (TNF superfamily, member 2), TNF-alpha 1)","tnfrsf1b (tumor necrosis factor receptor superfamily, member 1B, RANK), tnfrsf1b (tumor necrosis factor receptor superfamily, member 1B, tnfr2), tnfrsf1b (tumor necrosis factor receptor superfamily, member 1B, zgc:163064)",ZDB-GENE-050317-1,ZDB-GENE-070410-133,ENSDARG00000009511,ENSDARG00000070165,"secreted, cell membrane",cell membrane
CDB15:0001515,trh trhrb,trh,trhrb,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-trh%20trhrb-based-on-Pubmed-ID-15117874,%202175902,%209794253-in-zebrafish","trh (thyrotropin-releasing hormone, zgc:110168)","trhrb (thyrotropin-releasing hormone receptor b, si:ch211-122p23.1), trhrb (thyrotropin-releasing hormone receptor b, trhr), trhrb (thyrotropin-releasing hormone receptor b, trhr1)",ZDB-GENE-020930-1,ZDB-GENE-060503-382,ENSDARG00000006868,ENSDARG00000036159,secreted,cell membrane
CDB15:0001516,tshba tshr,tshba,tshr,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-tshba%20tshr-based-on-Pubmed-ID-15571461,%202558651-in-zebrafish","tshba (thyroid stimulating hormone subunit beta a, tshb)","tshr (thyroid stimulating hormone receptor, manet), tshr (thyroid stimulating hormone receptor, opallus)",ZDB-GENE-030513-3,ZDB-GENE-110524-4,ENSDARG00000033726,ENSDARG00000037195,secreted,cell membrane
CDB15:0001518,ucn3l crhr1,ucn3l,crhr1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ucn3l%20crhr1-based-on-Pubmed-ID-11416224-in-zebrafish,"ucn3l (urocortin 3, like, si:dkey-117n7.8), ucn3l (urocortin 3, like, UCN3)","crhr1 (corticotropin releasing hormone receptor 1, crfr1)",ZDB-GENE-060130-250,ZDB-GENE-081231-1,ENSDARG00000087241,ENSDARG00000003989,secreted,cell membrane
CDB15:0001519,ucn3l crhr2,ucn3l,crhr2,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ucn3l%20crhr2-based-on-Pubmed-ID-11226328,%2011329063,%2011416224,%2015450949-in-zebrafish","ucn3l (urocortin 3, like, si:dkey-117n7.8), ucn3l (urocortin 3, like, UCN3)","crhr2 (corticotropin releasing hormone receptor 2, crf-r2), crhr2 (corticotropin releasing hormone receptor 2, crfr2)",ZDB-GENE-060130-250,ZDB-GENE-100428-1,ENSDARG00000087241,ENSDARG00000103704,secreted,cell membrane
CDB15:0001520,ucn3l crhr1,ucn3l,crhr1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ucn3l%20crhr1-based-on-Pubmed-ID-11416224-in-zebrafish,"ucn3l (urocortin 3, like, si:dkey-117n7.8), ucn3l (urocortin 3, like, UCN3)","crhr1 (corticotropin releasing hormone receptor 1, crfr1)",ZDB-GENE-060130-250,ZDB-GENE-081231-1,ENSDARG00000087241,ENSDARG00000003989,secreted,cell membrane
CDB15:0001521,ucn3l crhr2,ucn3l,crhr2,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ucn3l%20crhr2-based-on-Pubmed-ID-11416224,%2015450949-in-zebrafish","ucn3l (urocortin 3, like, si:dkey-117n7.8), ucn3l (urocortin 3, like, UCN3)","crhr2 (corticotropin releasing hormone receptor 2, crf-r2), crhr2 (corticotropin releasing hormone receptor 2, crfr2)",ZDB-GENE-060130-250,ZDB-GENE-100428-1,ENSDARG00000087241,ENSDARG00000103704,secreted,cell membrane
CDB15:0001522,uts1 crhr1,uts1,crhr1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-uts1%20crhr1-based-on-Pubmed-ID-11123370,%2011416224,%2015450949,%208612563,%209423932-in-zebrafish","uts1 (urotensin 1, si:ch211-243j20.4), uts1 (urotensin 1, ucn), uts1 (urotensin 1, UCN1), uts1 (urotensin 1, UI), uts1 (urotensin 1, wu:fq17a01)","crhr1 (corticotropin releasing hormone receptor 1, crfr1)",ZDB-GENE-041014-348,ZDB-GENE-081231-1,ENSDARG00000014927,ENSDARG00000003989,"secreted, cell membrane",cell membrane
CDB15:0001523,uts1 crhr2,uts1,crhr2,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-uts1%20crhr2-based-on-Pubmed-ID-11123370,%2011416224,%2015450949,%208612563,%209423932-in-zebrafish","uts1 (urotensin 1, si:ch211-243j20.4), uts1 (urotensin 1, ucn), uts1 (urotensin 1, UCN1), uts1 (urotensin 1, UI), uts1 (urotensin 1, wu:fq17a01)","crhr2 (corticotropin releasing hormone receptor 2, crf-r2), crhr2 (corticotropin releasing hormone receptor 2, crfr2)",ZDB-GENE-041014-348,ZDB-GENE-100428-1,ENSDARG00000014927,ENSDARG00000103704,"secreted, cell membrane",cell membrane
CDB15:0001524,mhc1uba si:ch211-214k5.3,mhc1uba,si:ch211-214k5.3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-mhc1uba%20si:ch211-214k5.3-based-on-Pubmed-ID-11239445-in-zebrafish,"mhc1uba (major histocompatibility complex class I UBA, zgc:91955)",si:ch211-214k5.3,ZDB-GENE-990415-145,ZDB-GENE-041210-206,ENSDARG00000075963,ENSDARG00000043894,"secreted, cell membrane",cell membrane
CDB15:0001525,uts2d uts2r1,uts2d,uts2r1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-uts2d%20uts2r1-based-on-Pubmed-ID-14550283-in-zebrafish,"uts2d (urotensin 2 domain containing, urotensin II-related peptide), uts2d (urotensin 2 domain containing, urp)","uts2r1 (urotensin 2 receptor 1, uts2r)",ZDB-GENE-120530-1,ZDB-GENE-190528-1,ENSDARG00000098149,ENSDARG00000009624,secreted,cell membrane
CDB15:0001526,uts2a uts2r1,uts2a,uts2r1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-uts2a%20uts2r1-based-on-Pubmed-ID-10499587,%2010581185,%2011976263,%2012238917,%2014550283,%2015852036-in-zebrafish","uts2a (urotensin 2, alpha, UII-a)","uts2r1 (urotensin 2 receptor 1, uts2r)",ZDB-GENE-040630-11,ZDB-GENE-190528-1,ENSDARG00000053854,ENSDARG00000009624,secreted,cell membrane
CDB15:0001527,vcam1b itga4,vcam1b,itga4,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-vcam1b%20itga4-based-on-Pubmed-ID-11751331,%2029789438,%209235944-in-zebrafish","vcam1b (vascular cell adhesion molecule 1b, fi76d06), vcam1b (vascular cell adhesion molecule 1b, vcam1), vcam1b (vascular cell adhesion molecule 1b, wu:fi76d06), vcam1b (vascular cell adhesion molecule 1b, zgc:158875)","itga4 (integrin alpha 4, si:ch73-119a20.1)",ZDB-GENE-070209-238,ZDB-GENE-110411-108,ENSDARG00000062479,ENSDARG00000103056,"secreted, cell membrane",cell membrane
CDB15:0001528,vcam1b itga9,vcam1b,itga9,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-vcam1b%20itga9-based-on-Pubmed-ID-10209034-in-zebrafish,"vcam1b (vascular cell adhesion molecule 1b, fi76d06), vcam1b (vascular cell adhesion molecule 1b, vcam1), vcam1b (vascular cell adhesion molecule 1b, wu:fi76d06), vcam1b (vascular cell adhesion molecule 1b, zgc:158875)","itga9 (integrin, alpha 9, zgc:63474)",ZDB-GENE-070209-238,ZDB-GENE-040426-1129,ENSDARG00000062479,ENSDARG00000032435,"secreted, cell membrane",cell membrane
CDB15:0001529,vcam1b itgam.1,vcam1b,itgam.1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-vcam1b%20itgam.1-based-on-Pubmed-ID-10438935-in-zebrafish,"vcam1b (vascular cell adhesion molecule 1b, fi76d06), vcam1b (vascular cell adhesion molecule 1b, vcam1), vcam1b (vascular cell adhesion molecule 1b, wu:fi76d06), vcam1b (vascular cell adhesion molecule 1b, zgc:158875)","itgam.1 (integrin, alpha M (complement component 3 receptor 3 subunit), tandem duplicate 1, cd11b), itgam.1 (integrin, alpha M (complement component 3 receptor 3 subunit), tandem duplicate 1, si:dkey-32n7.4)",ZDB-GENE-070209-238,ZDB-GENE-110411-175,ENSDARG00000062479,ENSDARG00000002956,"secreted, cell membrane",cell membrane
CDB15:0001530,vcam1b itgb1a,vcam1b,itgb1a,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-vcam1b%20itgb1a-based-on-Pubmed-ID-11751331,%201689216,%209235944-in-zebrafish","vcam1b (vascular cell adhesion molecule 1b, fi76d06), vcam1b (vascular cell adhesion molecule 1b, vcam1), vcam1b (vascular cell adhesion molecule 1b, wu:fi76d06), vcam1b (vascular cell adhesion molecule 1b, zgc:158875)","itgb1a (integrin, beta 1a, beta1-1)",ZDB-GENE-070209-238,ZDB-GENE-060803-2,ENSDARG00000062479,ENSDARG00000071863,"secreted, cell membrane",cell membrane
CDB15:0001531,vcam1b itgb2,vcam1b,itgb2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-vcam1b%20itgb2-based-on-Pubmed-ID-10438935-in-zebrafish,"vcam1b (vascular cell adhesion molecule 1b, fi76d06), vcam1b (vascular cell adhesion molecule 1b, vcam1), vcam1b (vascular cell adhesion molecule 1b, wu:fi76d06), vcam1b (vascular cell adhesion molecule 1b, zgc:158875)","itgb2 (integrin, beta 2, si:dkey-260n18.4)",ZDB-GENE-070209-238,ZDB-GENE-110411-4,ENSDARG00000062479,ENSDARG00000016939,"secreted, cell membrane",cell membrane
CDB15:0001532,vcam1b itgb7,vcam1b,itgb7,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-vcam1b%20itgb7-based-on-Pubmed-ID-12682249,%2029789438,%207687523-in-zebrafish","vcam1b (vascular cell adhesion molecule 1b, fi76d06), vcam1b (vascular cell adhesion molecule 1b, vcam1), vcam1b (vascular cell adhesion molecule 1b, wu:fi76d06), vcam1b (vascular cell adhesion molecule 1b, zgc:158875)",itgb7,ZDB-GENE-070209-238,ZDB-GENE-100728-2,ENSDARG00000062479,ENSDARG00000044318,"secreted, cell membrane",cell membrane
CDB15:0001533,vcana cd44b,vcana,cd44b,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-vcana%20cd44b-based-on-Pubmed-ID-10950950-in-zebrafish,"vcana (versican a, br146), vcana (versican a, cspg2), vcana (versican a, cspg2a), vcana (versican a, sb:cb63), vcana (versican a, versican)","cd44b (CD44 molecule (IN blood group) b, cd44c)",ZDB-GENE-011023-1,ZDB-GENE-110429-2,ENSDARG00000103515,ENSDARG00000089892,secreted,cell membrane
CDB15:0001534,vcana itgb1a,vcana,itgb1a,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-vcana%20itgb1a-based-on-Pubmed-ID-11805102-in-zebrafish,"vcana (versican a, br146), vcana (versican a, cspg2), vcana (versican a, cspg2a), vcana (versican a, sb:cb63), vcana (versican a, versican)","itgb1a (integrin, beta 1a, beta1-1)",ZDB-GENE-011023-1,ZDB-GENE-060803-2,ENSDARG00000103515,ENSDARG00000071863,secreted,cell membrane
CDB15:0001535,vcana selp,vcana,selp,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-vcana%20selp-based-on-Pubmed-ID-10950950-in-zebrafish,"vcana (versican a, br146), vcana (versican a, cspg2), vcana (versican a, cspg2a), vcana (versican a, sb:cb63), vcana (versican a, versican)","selp (selectin P, si:ch211-260g14.4)",ZDB-GENE-011023-1,ZDB-GENE-110107-2,ENSDARG00000103515,ENSDARG00000042138,secreted,cell membrane
CDB15:0001536,vcanb tlr2,vcanb,tlr2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-vcanb%20tlr2-based-on-Pubmed-ID-19122641-in-zebrafish,"vcanb (versican b, cspg2b), vcanb (versican b, dermacan), vcanb (versican b, fb99b07), vcanb (versican b, wu:fb99b07)","tlr2 (toll-like receptor 2, TIR2)",ZDB-GENE-030131-2185,ZDB-GENE-040219-6,ENSDARG00000009401,ENSDARG00000037758,secreted,cell membrane
CDB15:0001537,vegfaa flt1,vegfaa,flt1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-vegfaa%20flt1-based-on-Pubmed-ID-15637071,%208621427,%209393862-in-zebrafish","vegfaa (vascular endothelial growth factor Aa, etID309976.16), vegfaa (vascular endothelial growth factor Aa, vegf), vegfaa (vascular endothelial growth factor Aa, vegf-a), vegfaa (vascular endothelial growth factor Aa, vegfa), vegfaa (vascular endothelial growth factor Aa, wu:fj82c06)","flt1 (fms related receptor tyrosine kinase 1, flt1a), flt1 (fms related receptor tyrosine kinase 1, VEGFR1)",ZDB-GENE-990415-273,ZDB-GENE-050407-1,ENSDARG00000103542,ENSDARG00000019371,secreted,cell membrane
CDB15:0001538,vegfaa gpc1b,vegfaa,gpc1b,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-vegfaa%20gpc1b-based-on-Pubmed-ID-10196157-in-zebrafish,"vegfaa (vascular endothelial growth factor Aa, etID309976.16), vegfaa (vascular endothelial growth factor Aa, vegf), vegfaa (vascular endothelial growth factor Aa, vegf-a), vegfaa (vascular endothelial growth factor Aa, vegfa), vegfaa (vascular endothelial growth factor Aa, wu:fj82c06)","gpc1b (glypican 1b, gpc1), gpc1b (glypican 1b, im:7148416), gpc1b (glypican 1b, zgc:63947)",ZDB-GENE-990415-273,ZDB-GENE-040426-1306,ENSDARG00000103542,ENSDARG00000090585,secreted,cell membrane
CDB15:0001539,vegfaa itga9,vegfaa,itga9,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-vegfaa%20itga9-based-on-Pubmed-ID-17363377-in-zebrafish,"vegfaa (vascular endothelial growth factor Aa, etID309976.16), vegfaa (vascular endothelial growth factor Aa, vegf), vegfaa (vascular endothelial growth factor Aa, vegf-a), vegfaa (vascular endothelial growth factor Aa, vegfa), vegfaa (vascular endothelial growth factor Aa, wu:fj82c06)","itga9 (integrin, alpha 9, zgc:63474)",ZDB-GENE-990415-273,ZDB-GENE-040426-1129,ENSDARG00000103542,ENSDARG00000032435,secreted,cell membrane
CDB15:0001540,vegfaa itgb1a,vegfaa,itgb1a,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-vegfaa%20itgb1a-based-on-Pubmed-ID-17363377-in-zebrafish,"vegfaa (vascular endothelial growth factor Aa, etID309976.16), vegfaa (vascular endothelial growth factor Aa, vegf), vegfaa (vascular endothelial growth factor Aa, vegf-a), vegfaa (vascular endothelial growth factor Aa, vegfa), vegfaa (vascular endothelial growth factor Aa, wu:fj82c06)","itgb1a (integrin, beta 1a, beta1-1)",ZDB-GENE-990415-273,ZDB-GENE-060803-2,ENSDARG00000103542,ENSDARG00000071863,secreted,cell membrane
CDB15:0001541,vegfaa kdr,vegfaa,kdr,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-vegfaa%20kdr-based-on-Pubmed-ID-15637071,%2027834687,%208621427-in-zebrafish","vegfaa (vascular endothelial growth factor Aa, etID309976.16), vegfaa (vascular endothelial growth factor Aa, vegf), vegfaa (vascular endothelial growth factor Aa, vegf-a), vegfaa (vascular endothelial growth factor Aa, vegfa), vegfaa (vascular endothelial growth factor Aa, wu:fj82c06)","kdr (kinase insert domain receptor (a type III receptor tyrosine kinase), kdrb), kdr (kinase insert domain receptor (a type III receptor tyrosine kinase), si:busm1-205d10.1), kdr (kinase insert domain receptor (a type III receptor tyrosine kinase), si:ch211-254j6.1), kdr (kinase insert domain receptor (a type III receptor tyrosine kinase), si:ch211-278f21.4), kdr (kinase insert domain receptor (a type III receptor tyrosine kinase), vegfr2b)",ZDB-GENE-990415-273,ZDB-GENE-041001-112,ENSDARG00000103542,ENSDARG00000017321,secreted,cell membrane
CDB15:0001542,vegfaa nrp1a,vegfaa,nrp1a,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-vegfaa%20nrp1a-based-on-Pubmed-ID-11986311,%2015637071,%2015695515,%2017222790,%2025519242,%209529250-in-zebrafish","vegfaa (vascular endothelial growth factor Aa, etID309976.16), vegfaa (vascular endothelial growth factor Aa, vegf), vegfaa (vascular endothelial growth factor Aa, vegf-a), vegfaa (vascular endothelial growth factor Aa, vegfa), vegfaa (vascular endothelial growth factor Aa, wu:fj82c06)","nrp1a (neuropilin 1a, np-1), nrp1a (neuropilin 1a, npn-1A), nrp1a (neuropilin 1a, nrp1), nrp1a (neuropilin 1a, zgc:111785), nrp1a (neuropilin 1a, zgc:136674), nrp1a (neuropilin 1a, znrp1)",ZDB-GENE-990415-273,ZDB-GENE-030519-2,ENSDARG00000103542,ENSDARG00000102153,secreted,cell membrane
CDB15:0001543,vegfaa nrp2b,vegfaa,nrp2b,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-vegfaa%20nrp2b-based-on-Pubmed-ID-10748121,%2016621967-in-zebrafish","vegfaa (vascular endothelial growth factor Aa, etID309976.16), vegfaa (vascular endothelial growth factor Aa, vegf), vegfaa (vascular endothelial growth factor Aa, vegf-a), vegfaa (vascular endothelial growth factor Aa, vegfa), vegfaa (vascular endothelial growth factor Aa, wu:fj82c06)","nrp2b (neuropilin 2b, id:ibd2759), nrp2b (neuropilin 2b, npn-2B), nrp2b (neuropilin 2b, sb:cb513)",ZDB-GENE-990415-273,ZDB-GENE-040611-3,ENSDARG00000103542,ENSDARG00000038446,secreted,cell membrane
CDB15:0001544,vegfbb flt1,vegfbb,flt1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-vegfbb%20flt1-based-on-Pubmed-ID-9751730-in-zebrafish,"vegfbb (vascular endothelial growth factor Bb, si:dkeyp-36h11.4)","flt1 (fms related receptor tyrosine kinase 1, flt1a), flt1 (fms related receptor tyrosine kinase 1, VEGFR1)",ZDB-GENE-091204-285,ZDB-GENE-050407-1,ENSDARG00000092480,ENSDARG00000019371,secreted,cell membrane
CDB15:0001545,vegfbb nrp1a,vegfbb,nrp1a,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-vegfbb%20nrp1a-based-on-Pubmed-ID-10409677-in-zebrafish,"vegfbb (vascular endothelial growth factor Bb, si:dkeyp-36h11.4)","nrp1a (neuropilin 1a, np-1), nrp1a (neuropilin 1a, npn-1A), nrp1a (neuropilin 1a, nrp1), nrp1a (neuropilin 1a, zgc:111785), nrp1a (neuropilin 1a, zgc:136674), nrp1a (neuropilin 1a, znrp1)",ZDB-GENE-091204-285,ZDB-GENE-030519-2,ENSDARG00000092480,ENSDARG00000102153,secreted,cell membrane
