Interaction ID,LR Pair,Ligand_gene,Receptor_gene,Evidence,AI summary,Ligand_aliases,Receptor_aliases,Ligand XEN ID,Receptor XEN ID,Ligand ENSEMBL ID,Receptor ENSEMBL ID,Human Ligand Symbols,Human Receptor Symbols,Ligand Location,Receptor Location
CDB20:0002704,cytl1 ccr2,cytl1,ccr2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-cytl1%20ccr2-based-on-Pubmed-ID-27084102-in-frog,cytl1,"ccr2 (cc-ckr-2, ccr2a, ccr2b, cd192, ckr2, ckr2a, ckr2b, cmkbr2, mcp-1-r, mcp-1r, LOC108695212)",XB-GENE-992522,XB-GENE-6460521,ENSXETG00000032408,ENSXETG00000038447,"CYTL1 (C17, C4orf4)","CCR2 (CMKBR2, CC-CKR-2, CKR2, MCP-1-R, CD192, FLJ78302)",secreted,cell membrane
CDB20:0002705,dcn tlr2,dcn,tlr2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-dcn%20tlr2-based-on-Pubmed-ID-22087031-in-frog,"dcn (decorin, cscd, pg40, pgii, pgs2, dspg2, slrr1b)","tlr2 (LOC108706656, LOC108699311)",XB-GENE-485545,XB-GENE-481145,ENSXETG00000021847,ENSXETG00000044682,"DCN (DSPG2, SLRR1B)","TLR2 (TIL4, CD282)",secreted,cell membrane
CDB20:0002706,dcn iqgap3,dcn,iqgap3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-dcn%20iqgap3-based-on-Pubmed-ID-22087031-in-frog,"dcn (decorin, cscd, pg40, pgii, pgs2, dspg2, slrr1b)",iqgap3,XB-GENE-485545,XB-GENE-493015,ENSXETG00000021847,ENSXETG00000020384,"DCN (DSPG2, SLRR1B)","TLR4 (hToll, CD284, TLR-4, ARMD10)",secreted,cell membrane
CDB20:0002708,dkk1 lrp4,dkk1,lrp4,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-dkk1%20lrp4-based-on-Pubmed-ID-19936252-in-frog,"dkk1 (Xdkk-1, dickkopf-1, dkk-1, Dickkopf1, dkk, xdkk1)",lrp4,XB-GENE-481644,XB-GENE-494512,ENSXETG00000006598,ENSXETG00000005091,"DKK1 (SK, DKK-1)","LRP4 (MEGF7, CLSS, LRP-4, SOST2)",secreted,cell membrane
CDB20:0002709,dkk2 kremen1,dkk2,kremen1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-dkk2%20kremen1-based-on-Pubmed-ID-23484855-in-frog,"dkk2 (dickkopf2, dickkopf 2, dkk-2)","kremen1 (kremen, kremen 1, krm1)",XB-GENE-480441,XB-GENE-481465,ENSXETG00000019859,ENSXETG00000019940,DKK2,"KREMEN1 (KREMEN, KRM1)",secreted,cell membrane
CDB20:0002713,dnajb11 prtg,dnajb11,prtg,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-dnajb11%20prtg-based-on-Pubmed-ID-20335479-in-frog,dnajb11 (EDJ),"prtg (protogenin, igdcc5)",XB-GENE-5742111,XB-GENE-922463,,ENSXETG00000041045,"DNAJB11 (EDJ, HEDJ, ERdj3)","PRTG (FLJ25756, IGDCC5)",secreted,cell membrane
CDB20:0002715,dsc3 dsg2,dsc3,dsg2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-dsc3%20dsg2-based-on-Pubmed-ID-27298358-in-frog,dsc3,dsg2,XB-GENE-976994,XB-GENE-984606,ENSXETG00000004721,ENSXETG00000034243,DSC1 (CDHF1),DSG2 (CDHF5),cell membrane,cell membrane
CDB20:0002716,dsc3 dsg1,dsc3,dsg1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-dsc3%20dsg1-based-on-Pubmed-ID-27298358-in-frog,dsc3,"dsg1 (LOC108718573, LOC108695274)",XB-GENE-976994,XB-GENE-984631,ENSXETG00000004721,ENSXETG00000031232,DSC1 (CDHF1),DSG3 (CDHF6),cell membrane,cell membrane
CDB20:0002717,dsc3 dsg1,dsc3,dsg1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-dsc3%20dsg1-based-on-Pubmed-ID-27298358-in-frog,dsc3,"dsg1 (LOC108718573, LOC108695274)",XB-GENE-976994,XB-GENE-984631,ENSXETG00000004721,ENSXETG00000031232,DSC1 (CDHF1),"DSG4 (CDHF13, LAH)",cell membrane,cell membrane
CDB20:0002719,dsc3 dsg2,dsc3,dsg2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-dsc3%20dsg2-based-on-Pubmed-ID-27298358-in-frog,dsc3,dsg2,XB-GENE-976994,XB-GENE-984606,ENSXETG00000004721,ENSXETG00000034243,"DSC2 (DSC3, CDHF2)",DSG2 (CDHF5),cell membrane,cell membrane
CDB20:0002720,dsc3 dsg1,dsc3,dsg1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-dsc3%20dsg1-based-on-Pubmed-ID-27298358-in-frog,dsc3,"dsg1 (LOC108718573, LOC108695274)",XB-GENE-976994,XB-GENE-984631,ENSXETG00000004721,ENSXETG00000031232,"DSC2 (DSC3, CDHF2)",DSG3 (CDHF6),cell membrane,cell membrane
CDB20:0002721,dsc3 dsg1,dsc3,dsg1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-dsc3%20dsg1-based-on-Pubmed-ID-27298358-in-frog,dsc3,"dsg1 (LOC108718573, LOC108695274)",XB-GENE-976994,XB-GENE-984631,ENSXETG00000004721,ENSXETG00000031232,"DSC2 (DSC3, CDHF2)","DSG4 (CDHF13, LAH)",cell membrane,cell membrane
CDB20:0002723,dsc3 dsg2,dsc3,dsg2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-dsc3%20dsg2-based-on-Pubmed-ID-27298358-in-frog,dsc3,dsg2,XB-GENE-976994,XB-GENE-984606,ENSXETG00000004721,ENSXETG00000034243,"DSC3 (DSC4, CDHF3, DSC, DSC1, DSC2)",DSG2 (CDHF5),cell membrane,cell membrane
CDB20:0002724,dsc3 dsg1,dsc3,dsg1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-dsc3%20dsg1-based-on-Pubmed-ID-27298358-in-frog,dsc3,"dsg1 (LOC108718573, LOC108695274)",XB-GENE-976994,XB-GENE-984631,ENSXETG00000004721,ENSXETG00000031232,"DSC3 (DSC4, CDHF3, DSC, DSC1, DSC2)",DSG3 (CDHF6),cell membrane,cell membrane
CDB20:0002725,dsc3 dsg1,dsc3,dsg1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-dsc3%20dsg1-based-on-Pubmed-ID-27298358-in-frog,dsc3,"dsg1 (LOC108718573, LOC108695274)",XB-GENE-976994,XB-GENE-984631,ENSXETG00000004721,ENSXETG00000031232,"DSC3 (DSC4, CDHF3, DSC, DSC1, DSC2)","DSG4 (CDHF13, LAH)",cell membrane,cell membrane
CDB20:0002727,dsg2 dsc3,dsg2,dsc3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-dsg2%20dsc3-based-on-Pubmed-ID-27298358-in-frog,dsg2,dsc3,XB-GENE-984606,XB-GENE-976994,ENSXETG00000034243,ENSXETG00000004721,DSG2 (CDHF5),DSC1 (CDHF1),cell membrane,cell membrane
CDB20:0002728,dsg2 dsc3,dsg2,dsc3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-dsg2%20dsc3-based-on-Pubmed-ID-27298358-in-frog,dsg2,dsc3,XB-GENE-984606,XB-GENE-976994,ENSXETG00000034243,ENSXETG00000004721,DSG2 (CDHF5),"DSC3 (DSC4, CDHF3, DSC, DSC1, DSC2)",cell membrane,cell membrane
CDB20:0002729,dspp itgb6,dspp,itgb6,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-dspp%20itgb6-based-on-Pubmed-ID-27430624-in-frog,"dspp (dpp, dsp, dgi1, dmp3, dtdp2, dfna39, dentin sialophosphoprotein, dentin phosphoryn)",itgb6 (xbx6),XB-GENE-6458610,XB-GENE-960432,,ENSXETG00000027510,"DSPP (DFNA39, DGI1, DMP3)",ITGB6,secreted,cell membrane
CDB20:0002730,ecm1 itgb4,ecm1,itgb4,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ecm1%20itgb4-based-on-Pubmed-ID-29059156-in-frog,"ecm1 (LOC108699341, LOC108700342)",itgb4,XB-GENE-29077151,XB-GENE-1013662,ENSXETG00000036393,ENSXETG00000012556,ECM1,ITGB4 (CD104),secreted,cell membrane
CDB20:0002731,edil3 itgb3,edil3,itgb3,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-edil3%20itgb3-based-on-Pubmed-ID-10196194,%2028846069-in-frog","edil3 (XDel1, DEL-1)","itgb3 (cd61, gp3a)",XB-GENE-853572,XB-GENE-1009964,ENSXETG00000019793,ENSXETG00000019163,EDIL3 (DEL1),"ITGB3 (GP3A, CD61, GPIIIa)",secreted,cell membrane
CDB20:0002732,enam cd63,enam,cd63,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-enam%20cd63-based-on-Pubmed-ID-17708745-in-frog,"enam (enamelin, adai, ai1c, aih2)",cd63,XB-GENE-6453554,XB-GENE-1015227,ENSXETG00000032124,ENSXETG00000017488,ENAM (AIH2),"CD63 (MLA1, ME491, TSPAN30, HOP-26, Pltgp40, AD1)",secreted,cell membrane
CDB20:0002734,epha4 efnb1,epha4,efnb1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-epha4%20efnb1-based-on-Pubmed-ID-22568954-in-frog,"epha4 (XEpha4, eph-a4, sek-1, sek, hek8, tyr01, rtk1, Pag, Pagliaccio, epha4-a, epha4-b)","efnb1 (cfnd, cfns, efl3, eplg2, elk-l, lerk2, ephrinB1)",XB-GENE-1015803,XB-GENE-1011783,ENSXETG00000007614,ENSXETG00000006578,"EPHA4 (TYRO1, Hek8)","EFNB1 (EPLG2, CFNS, LERK2, Elk-L)",cell membrane,cell membrane
CDB20:0002735,epo crlf3,epo,crlf3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-epo%20crlf3-based-on-Pubmed-ID-37168680-in-frog,"epo (epoetin, erythropoietin)",crlf3,XB-GENE-12440940,XB-GENE-997453,ENSXETG00000032905,ENSXETG00000020053,EPO (EP),"CRLF3 (CREME9, CYTOR4)",secreted,cell membrane
CDB20:0002736,epo ephb4,epo,ephb4,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-epo%20ephb4-based-on-Pubmed-ID-26481148-in-frog,"epo (epoetin, erythropoietin)","ephb4 (htk, myk1, tyro11, G51, ephb4-a, ephb4-b)",XB-GENE-12440940,XB-GENE-5881604,ENSXETG00000032905,ENSXETG00000011170,EPO (EP),"EPHB4 (HTK, Tyro11)",secreted,cell membrane
CDB20:0002737,tstd1 jam2,tstd1,jam2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-tstd1%20jam2-based-on-Pubmed-ID-25119047-in-frog,"tstd1 (kat, LOC121397271)",jam2,XB-GENE-6455247,XB-GENE-493973,,ENSXETG00000013609,"F11R (JAM1, PAM-1, JCAM, JAM-1, JAM-A, JAMA, CD321)","JAM2 (C21orf43, VE-JAM, JAM-B, JAMB, CD322, JAM-2)",cell membrane,cell membrane
CDB20:0002738,fam3c lifr,fam3c,lifr,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fam3c%20lifr-based-on-Pubmed-ID-30692635-in-frog,fam3c (ILEI),lifr,XB-GENE-943493,XB-GENE-485214,ENSXETG00000022730,ENSXETG00000013223,"FAM3C (GS3876, ILEI)",LIFR (CD118),secreted,cell membrane
CDB20:0002739,LOC100496780 cmklr1,LOC100496780,cmklr1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-LOC100496780%20cmklr1-based-on-Pubmed-ID-29853563-in-frog,LOC100496780,"cmklr1 (dez, chemr23, chemerinr)",XB-GENE-29083327,XB-GENE-988288,,ENSXETG00000011474,"FAM3D (EF7, OIT1)","FPR1 (FPR, FMLP)",secreted,cell membrane
CDB20:0002740,LOC100496780 cmklr1,LOC100496780,cmklr1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-LOC100496780%20cmklr1-based-on-Pubmed-ID-29853563-in-frog,LOC100496780,"cmklr1 (dez, chemr23, chemerinr)",XB-GENE-29083327,XB-GENE-988288,,ENSXETG00000011474,"FAM3D (EF7, OIT1)","FPR2 (FPRL1, LXA4R, HM63, FPRH2, FMLPX, FPR2A, FMLP-R-II, ALXR, ALX)",secreted,cell membrane
CDB20:0002741,fcer2 c4bpa,fcer2,c4bpa,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fcer2%20c4bpa-based-on-Pubmed-ID-16172256,%2016785534,%207515913-in-frog","fcer2 (cd23, fce2, igebf)","c4bpa (arc1, prp, c4bp)",XB-GENE-952947,XB-GENE-1014581,,ENSXETG00000025047,"FCER2 (CD23A, FCE2, CLEC4J, CD23, FCErII, FcepsilonRII)","CR2 (CD21, C3DR)","secreted, cell membrane",cell membrane
CDB20:0002742,fga iqgap3,fga,iqgap3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fga%20iqgap3-based-on-Pubmed-ID-24661950-in-frog,"fga (Fibrinogen, A alpha polypeptide, fibrinogen)",iqgap3,XB-GENE-478771,XB-GENE-493015,ENSXETG00000026093,ENSXETG00000020384,FGA,"TLR4 (hToll, CD284, TLR-4, ARMD10)",secreted,cell membrane
CDB20:0002743,fgb iqgap3,fgb,iqgap3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fgb%20iqgap3-based-on-Pubmed-ID-24661950-in-frog,fgb (B fibrinopeptide),iqgap3,XB-GENE-483216,XB-GENE-493015,ENSXETG00000022431,ENSXETG00000020384,FGB,"TLR4 (hToll, CD284, TLR-4, ARMD10)",secreted,cell membrane
CDB20:0002744,fgf1 cspg4,fgf1,cspg4,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fgf1%20cspg4-based-on-Pubmed-ID-29812912-in-frog,"fgf1 (fgf-1, acidic fgf, aFGF, HBGF-1)","cspg4 (LOC108712334, LOC108711308, LOC116409763)",XB-GENE-485966,XB-GENE-990170,ENSXETG00000019566,ENSXETG00000015273,"FGF1 (FGFA, AFGF, ECGF, ECGFA, ECGFB, HBGF1, ECGF-beta, FGF-alpha, GLIO703)","CSPG4 (MCSPG, MEL-CSPG, MSK16, NG2, MCSP, HMW-MAA, CSPG4A)",secreted,cell membrane
CDB20:0002745,fgf10 fgfrl1,fgf10,fgfrl1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fgf10%20fgfrl1-based-on-Pubmed-ID-19920134-in-frog,fgf10 (fgf-10),"fgfrl1 (nou-darake, Xndk, XFGFRL1, ndk, fgfrl1-a, fgfrl1-b)",XB-GENE-485044,XB-GENE-482472,ENSXETG00000025130,ENSXETG00000021042,FGF10,FGFRL1 (FGFR5),secreted,cell membrane
CDB20:0002746,fgf20 fgfr1,fgf20,fgfr1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fgf20%20fgfr1-based-on-Pubmed-ID-15621532,%2016597617-in-frog","fgf20 (XFGF-20, xfgf20)","fgfr1 (X1FGFR, flt-2, cek, flg, ogd, XFGFR-1, xfgfr1, kal2, bfgfr, fgfr-1, fgfr1-a, fgfr1-b, xfgfra2)",XB-GENE-481880,XB-GENE-1018554,ENSXETG00000014498,ENSXETG00000016775,FGF20,"FGFR1 (FLT2, KAL2, H2, H3, H4, H5, CEK, FLG, BFGFR, N-SAM, CD331)",secreted,cell membrane
CDB20:0002747,fgf20 fgfr2,fgf20,fgfr2,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fgf20%20fgfr2-based-on-Pubmed-ID-15621532,%2016597617-in-frog","fgf20 (XFGF-20, xfgf20)","fgfr2 (xfgfr2, fgfr-2)",XB-GENE-481880,XB-GENE-1018296,ENSXETG00000014498,ENSXETG00000015592,FGF20,"FGFR2 (KGFR, BEK, CFD1, JWS, CEK3, TK14, TK25, ECT1, K-SAM, CD332)",secreted,cell membrane
CDB20:0002748,fgf20 fgfr3,fgf20,fgfr3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fgf20%20fgfr3-based-on-Pubmed-ID-16597617-in-frog,"fgf20 (XFGF-20, xfgf20)","fgfr3 (ach, cek2, jtk4, cd333, hsfgfr3ex, fgfr-3)",XB-GENE-481880,XB-GENE-479255,ENSXETG00000014498,ENSXETG00000002396,FGF20,"FGFR3 (ACH, CEK2, JTK4, CD333)",secreted,cell membrane
CDB20:0002749,fgf22 fgfr1,fgf22,fgfr1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fgf22%20fgfr1-based-on-Pubmed-ID-16597617-in-frog,fgf22,"fgfr1 (X1FGFR, flt-2, cek, flg, ogd, XFGFR-1, xfgfr1, kal2, bfgfr, fgfr-1, fgfr1-a, fgfr1-b, xfgfra2)",XB-GENE-481152,XB-GENE-1018554,ENSXETG00000034157,ENSXETG00000016775,FGF22,"FGFR1 (FLT2, KAL2, H2, H3, H4, H5, CEK, FLG, BFGFR, N-SAM, CD331)",secreted,cell membrane
CDB20:0002750,fgf22 fgfrl1,fgf22,fgfrl1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fgf22%20fgfrl1-based-on-Pubmed-ID-19920134-in-frog,fgf22,"fgfrl1 (nou-darake, Xndk, XFGFRL1, ndk, fgfrl1-a, fgfrl1-b)",XB-GENE-481152,XB-GENE-482472,ENSXETG00000034157,ENSXETG00000021042,FGF22,FGFRL1 (FGFR5),secreted,cell membrane
CDB20:0002751,fgf23.2 kl,fgf23.2,kl,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fgf23.2%20kl-based-on-Pubmed-ID-30605400-in-frog,fgf23.2 (fgf23),kl (march4),XB-GENE-482986,XB-GENE-996237,ENSXETG00000026353,ENSXETG00000016972,FGF23,KL (KLA),secreted,cell membrane
CDB20:0002752,fgf3 fgfrl1,fgf3,fgfrl1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fgf3%20fgfrl1-based-on-Pubmed-ID-19920134-in-frog,"fgf3 (fgf-3, xfgf3, INT-2, int-2)","fgfrl1 (nou-darake, Xndk, XFGFRL1, ndk, fgfrl1-a, fgfrl1-b)",XB-GENE-1018517,XB-GENE-482472,ENSXETG00000048681,ENSXETG00000021042,"FGF3 (INT2, HBGF-3)",FGFRL1 (FGFR5),secreted,cell membrane
CDB20:0002753,fgf4 fgfrl1,fgf4,fgfrl1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fgf4%20fgfrl1-based-on-Pubmed-ID-19920134-in-frog,"fgf4 (Xfgf-4, Xfgf4, fgf-4, fgfe, fgf4-b, XEFGF, HBGF-4, efgf, fgf4-a)","fgfrl1 (nou-darake, Xndk, XFGFRL1, ndk, fgfrl1-a, fgfrl1-b)",XB-GENE-480496,XB-GENE-482472,ENSXETG00000037755,ENSXETG00000021042,"FGF4 (HSTF1, K-FGF, HBGF-4, HST, HST-1, KFGF)",FGFRL1 (FGFR5),secreted,cell membrane
CDB20:0002754,fgf8 fgfrl1,fgf8,fgfrl1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fgf8%20fgfrl1-based-on-Pubmed-ID-19920134-in-frog,"fgf8 (fgf-8b, fgf8b, fgf8a, FGF-8, Xfgf8, Xfgf-8, MGC79739, AIGF)","fgfrl1 (nou-darake, Xndk, XFGFRL1, ndk, fgfrl1-a, fgfrl1-b)",XB-GENE-480983,XB-GENE-482472,ENSXETG00000014474,ENSXETG00000021042,FGF8 (AIGF),FGFRL1 (FGFR5),secreted,cell membrane
CDB20:0002755,fgg iqgap3,fgg,iqgap3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fgg%20iqgap3-based-on-Pubmed-ID-24661950-in-frog,fgg (gamma-fibrinogen),iqgap3,XB-GENE-478355,XB-GENE-493015,ENSXETG00000022415,ENSXETG00000020384,FGG,"TLR4 (hToll, CD284, TLR-4, ARMD10)",secreted,cell membrane
CDB20:0002756,fgl1a lag3,fgl1a,lag3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fgl1a%20lag3-based-on-Pubmed-ID-30580966-in-frog,fgl1a,"lag3 (LOC101731673,  loc108696058,  loc108697152)",XB-GENE-979409,XB-GENE-22201046,ENSXETG00000000679,,"FGL1 (HFREP-1, HPS)",LAG3 (CD223),secreted,cell membrane
CDB20:0002757,fndc4 itgav,fndc4,itgav,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fndc4%20itgav-based-on-Pubmed-ID-30550785-in-frog,fndc4,"itgav (itgav-b, itgav-a)",XB-GENE-997773,XB-GENE-488969,ENSXETG00000042009,ENSXETG00000013317,FNDC5 (FRCP2),"ITGAV (VNRA, MSK8, VTNR, CD51)","secreted, cell membrane",cell membrane
CDB20:0002758,fndc4 itgb5,fndc4,itgb5,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fndc4%20itgb5-based-on-Pubmed-ID-30550785-in-frog,fndc4,itgb5 (integrin beta-5),XB-GENE-997773,XB-GENE-6455199,ENSXETG00000042009,ENSXETG00000047570,FNDC5 (FRCP2),ITGB5,"secreted, cell membrane",cell membrane
CDB20:0002759,fstl1 dip2a,fstl1,dip2a,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fstl1%20dip2a-based-on-Pubmed-ID-20054002-in-frog,"fstl1 (xFRP, follistatin related protein)","dip2a (LOC108701408, LOC108702276)",XB-GENE-853867,XB-GENE-976188,ENSXETG00000042356,ENSXETG00000030597,"FSTL1 (FRP, FSL1, OCC1, OCC-1, tsc36)","DIP2A (C21orf106, Dip2, KIAA0184)",secreted,cell membrane
CDB20:0002760,fzd8 ckap4,fzd8,ckap4,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fzd8%20ckap4-based-on-Pubmed-ID-28893174-in-frog,"fzd8 (frizzled 8, frizzled-8, Fz-8, Xfz8, frizzled8, fzd8-a, fzd8-b, fz8)",ckap4,XB-GENE-480800,XB-GENE-5855800,ENSXETG00000041883,ENSXETG00000010716,FZD8 (FZ-8),"CKAP4 (P63, CLIMP-63, CLIMP63, ERGIC-63)",cell membrane,cell membrane
CDB20:0002761,gdf15 gfral,gdf15,gfral,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-gdf15%20gfral-based-on-Pubmed-ID-28846097,%2028846098,%2028846099,%2028953886-in-frog",gdf15,gfral,XB-GENE-5714902,XB-GENE-6002264,ENSXETG00000045808,ENSXETG00000001622,"GDF15 (PLAB, MIC-1, PDF, MIC1, NAG-1, PTGFB)","GFRAL (C6orf144, GRAL, UNQ9356, bA360D14.1)",secreted,cell membrane
CDB20:0002762,glg1 selp,glg1,selp,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-glg1%20selp-based-on-Pubmed-ID-11404363-in-frog,"glg1 (cfr-1, esl-1, mg160, mg-160)","selp (CD62, grmp, psel, cd62p, gmp140, lecam3, padgem, LOC108715750)",XB-GENE-483012,XB-GENE-482807,ENSXETG00000025025,ENSXETG00000004741,"GLG1 (MG-160, ESL-1, CFR-1)","SELE (ELAM1, ELAM, ESEL, CD62E)",cell membrane,cell membrane
CDB20:0002763,gphb5 tshr,gphb5,tshr,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-gphb5%20tshr-based-on-Pubmed-ID-16210345-in-frog,gphb5,"tshr (chng1, lgr3, tshr-i, LOC108698960, LOC108700487)",XB-GENE-993177,XB-GENE-991483,ENSXETG00000039936,ENSXETG00000010035,"GPHB5 (ZLUT1, GPB5)",TSHR (LGR3),secreted,cell membrane
CDB20:0002764,grn tnfrsf1a,grn,tnfrsf1a,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-grn%20tnfrsf1a-based-on-Pubmed-ID-21393509-in-frog,"grn (granulin, gep, gp88, pepi, pgrn, pcdgf, acrogranin, progranulin, proepithelin, Granulin-1, Granulin-2)","tnfrsf1a (fpf, p55, tbp1, tnf-r, tnfar, tnfr1, p55-r, cd120a, tnfr55, tnfr60)",XB-GENE-995710,XB-GENE-996080,ENSXETG00000011614,ENSXETG00000032118,"GRN (PCDGF, PGRN, CLN11)","TNFRSF1A (TNFR1, TNF-R, TNFAR, TNFR60, TNF-R-I, CD120a, TNF-R55)",secreted,cell membrane
CDB20:0002767,havcr1 havcr1,havcr1,havcr1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-havcr1%20havcr1-based-on-Pubmed-ID-17363299-in-frog,havcr1 (LOC432271),havcr1 (LOC432271),XB-GENE-5867518,XB-GENE-5867518,ENSXETG00000026528,ENSXETG00000026528,"HAVCR1 (HAVCR-1, TIM-1, TIM1, HAVCR, TIMD1, CD365, KIM1)","HAVCR1 (HAVCR-1, TIM-1, TIM1, HAVCR, TIMD1, CD365, KIM1)",cell membrane,cell membrane
CDB20:0002768,hhla2 ncam2,hhla2,ncam2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-hhla2%20ncam2-based-on-Pubmed-ID-25549724-in-frog,hhla2,ncam2,XB-GENE-999098,XB-GENE-1217730,ENSXETG00000016135,ENSXETG00000007054,"HHLA2 (B7H7, B7-H5, B7y, B7-H7)","TMIGD2 (MGC23244, CD28H, IGPR-1)",cell membrane,cell membrane
